sample_id,question_id,dataset,domain,split,variant,label,question,text
hc3_nlpcc_dbqa_0006_chatgpt,hc3_nlpcc_dbqa_0006,HC3-Chinese,nlpcc_dbqa,train,chatgpt_hc3,1,微店是哪个公司推出的？,微店是由中国电商公司阿里巴巴集团旗下的阿里巴巴国际B2C公司（Alibaba.com B2C）推出的一款电子商务应用程序。它是一个自动化销售平台，旨在帮助商家在线销售商品和服务。微店通过将商家的产品展示在线，并通过在线支付系统支持交易，为商家提供了一种方便快捷的销售方式。
hc3_nlpcc_dbqa_0007_human,hc3_nlpcc_dbqa_0007,HC3-Chinese,nlpcc_dbqa,train,human_hc3,0,莫斯科国立航空大学俄文名字是什么？,莫斯科国立航空大学（Московский авиационный институт）
hc3_nlpcc_dbqa_0007_chatgpt,hc3_nlpcc_dbqa_0007,HC3-Chinese,nlpcc_dbqa,train,chatgpt_hc3,1,莫斯科国立航空大学俄文名字是什么？,"莫斯科国立航空大学的俄文名字是 ""Московский государственный университет авиации им. С.О. Коккова""，意思是 ""莫斯科国立航空大学（又名：科科夫）""。"
hc3_nlpcc_dbqa_0008_human,hc3_nlpcc_dbqa_0008,HC3-Chinese,nlpcc_dbqa,train,human_hc3,0,韩国的岭南大学在哪一年搬到现在的地址？,1972年，大学本部（医学系除外）迁到庆山市校园现址。
hc3_nlpcc_dbqa_0008_chatgpt,hc3_nlpcc_dbqa_0008,HC3-Chinese,nlpcc_dbqa,train,chatgpt_hc3,1,韩国的岭南大学在哪一年搬到现在的地址？,我无法回答这个问题，因为我的知识截止到了2021年，并且我不能使用浏览器来查找信息。我可以告诉你，韩国的岭南大学是一所著名的大学，位于韩国首尔市。它有许多不同的学院和研究中心，包括商学院、法学院、文学院、工程学院和医学院等。但是，我并不知道它是何时搬到现在的地址的。
hc3_nlpcc_dbqa_0009_human,hc3_nlpcc_dbqa_0009,HC3-Chinese,nlpcc_dbqa,train,human_hc3,0,青岛第九中学有哪几项奖学金？,学校设有宗倬章奖学金、韩嘉邦奖学金及国人集团奖学金等三项奖学金。
hc3_nlpcc_dbqa_0009_chatgpt,hc3_nlpcc_dbqa_0009,HC3-Chinese,nlpcc_dbqa,train,chatgpt_hc3,1,青岛第九中学有哪几项奖学金？,我无法提供有关青岛第九中学奖学金的具体信息，因为我是一个计算机程序，没有浏览网络的能力，也没有相关学校的信息。\n\n我建议您联系青岛第九中学的相关职能部门或者查询学校的官方网站，以获取最新、准确的信息。
hc3_nlpcc_dbqa_0010_human,hc3_nlpcc_dbqa_0010,HC3-Chinese,nlpcc_dbqa,train,human_hc3,0,惠州市第一中学有多大？,其后校名几经更改，先后称惠阳县立第一中学、惠阳第一中学、惠阳第一初级中学和惠州中学，1965年改现名至今[1]。 校区建筑面积76000平方米，分为教学区、运动区和生活区。
hc3_nlpcc_dbqa_0010_chatgpt,hc3_nlpcc_dbqa_0010,HC3-Chinese,nlpcc_dbqa,train,chatgpt_hc3,1,惠州市第一中学有多大？,我很抱歉无法回答您的问题，因为我是一个计算机程序，无法访问最新的信息。我的知识储备截止于2021年，并且我无法浏览网络获取最新的信息。因此，我无法回答您关于惠州市第一中学的大小的问题。
hc3_nlpcc_dbqa_0011_human,hc3_nlpcc_dbqa_0011,HC3-Chinese,nlpcc_dbqa,train,human_hc3,0,竹溪县第一高级中学于哪一年设立？,"一中前身为明代成化12年（公元1476年）的竹溪黉学（后称儒学）,1942年建初中，1958年建高中。[1]"
hc3_nlpcc_dbqa_0011_chatgpt,hc3_nlpcc_dbqa_0011,HC3-Chinese,nlpcc_dbqa,train,chatgpt_hc3,1,竹溪县第一高级中学于哪一年设立？,我无法确定竹溪县第一高级中学何时设立。我是一个计算机程序，没有访问浏览器的能力，无法为您提供有关竹溪县第一高级中学的信息。建议您尝试查询其他来源，例如当地教育局、学校官方网站或当地历史协会等。
hc3_nlpcc_dbqa_0012_human,hc3_nlpcc_dbqa_0012,HC3-Chinese,nlpcc_dbqa,train,human_hc3,0,腓特烈·威廉二世什么时候被立为王储？,1758年被立为王储，1786年登基上台任普鲁士国王。 1758年父亲去世，他成了普鲁士的王储。
hc3_nlpcc_dbqa_0012_chatgpt,hc3_nlpcc_dbqa_0012,HC3-Chinese,nlpcc_dbqa,train,chatgpt_hc3,1,腓特烈·威廉二世什么时候被立为王储？,腓特烈·威廉二世是德国和奥地利的皇帝，他是在1888年3月9日被立为王储的。他的父亲是奥地利皇帝弗兰克维特一世，在他的父亲死后，腓特烈·威廉二世成为了奥地利和德国的皇帝。他在1914年到1918年间统治这两个国家，在第一次世界大战期间，他作为德国皇帝负责领导德国军队。在战争结束后，腓特烈·威廉二世于1918年11月11日被迫退位，他在1922年死亡。
hc3_nlpcc_dbqa_0013_human,hc3_nlpcc_dbqa_0013,HC3-Chinese,nlpcc_dbqa,train,human_hc3,0,玩《葫芦娃大战蛇蝎》时怎么样可以开始游戏？,游戏加载完后点击[开始游戏]即可开始游戏
hc3_nlpcc_dbqa_0013_chatgpt,hc3_nlpcc_dbqa_0013,HC3-Chinese,nlpcc_dbqa,train,chatgpt_hc3,1,玩《葫芦娃大战蛇蝎》时怎么样可以开始游戏？,《葫芦娃大战蛇蝎》是一款著名的单机游戏，它支持 Windows 操作系统。要开始游戏，你需要先下载并安装游戏。然后，双击游戏的图标，在弹出的窗口中选择“开始游戏”按钮即可开始游戏。\n\n注意：如果你无法在电脑上安装游戏，你也可以在线玩这个游戏。只需在浏览器中访问一个网站，即可在线玩这个游戏。
hc3_nlpcc_dbqa_0014_human,hc3_nlpcc_dbqa_0014,HC3-Chinese,nlpcc_dbqa,train,human_hc3,0,湖南师范大学附属中学的现用名是什么时候开始使用的？,1984年9月，更名湖南师范大学附属中学。
hc3_nlpcc_dbqa_0014_chatgpt,hc3_nlpcc_dbqa_0014,HC3-Chinese,nlpcc_dbqa,train,chatgpt_hc3,1,湖南师范大学附属中学的现用名是什么时候开始使用的？,我无法提供有关湖南师范大学附属中学的确切信息，因为我是一个大型语言模型，并没有访问网络的能力来查询最新的信息。我只能根据我所学的知识回答你的问题。\n\n如果你想了解湖南师范大学附属中学的信息，建议你联系学校的官方网站或者相关的招生部门，他们应该能够为你提供最准确的信息。
hc3_nlpcc_dbqa_0015_human,hc3_nlpcc_dbqa_0015,HC3-Chinese,nlpcc_dbqa,train,human_hc3,0,人们为什么要留学？,旅游 开阔眼界和经验 学习与该国有关的语言、文化知识 追求更好的教育条件。 在从发展中国家到发达国家留学的学生中，这个原因最为常见。 外交原因。 政府之间为了表示亲善合作，可能互派学生、官员或者军人到对方学校学习。 就业因素，以取得外国名校之有效力毕业文凭做为个人未来就业市场优势为主要原因。 青春期心理，急于离开父母。 锻炼生活独立能力。 与移民有关的原因，例如： 随父母暂时居住在外国的未成年人。
hc3_nlpcc_dbqa_0015_chatgpt,hc3_nlpcc_dbqa_0015,HC3-Chinese,nlpcc_dbqa,train,chatgpt_hc3,1,人们为什么要留学？,人们留学的原因有很多，下面列举一些常见的原因：\n\n学术原因：留学可以让人们接受更高水平的学术教育，并与世界顶尖的专家和学者同行交流。\n\n工作机会：在海外求学有助于提升个人的竞争力，有利于获得更好的工作机会。\n\n个人成长：留学可以帮助人们拓展视野，增强自己的独立性和适应能力，丰富个人的生活经历。\n\n文化交流：留学可以让人们与不同文化背景的人交流，了解不同文化的风俗习惯和思维方式。\n\n语言学习：留学可以帮助人们学习一门外语，或者提升已有的语言水平。\n\n希望这些信息对你有帮助！
hc3_nlpcc_dbqa_0016_human,hc3_nlpcc_dbqa_0016,HC3-Chinese,nlpcc_dbqa,train,human_hc3,0,大恒女子短期大学如何翻译？,大垣女子短期大学（日语：大垣女子短期大学／おおがきじょしたんきだいがく Ogaki Joshi Tankidaigaku *）是一所位于日本岐阜县大垣市的私立短期大学。
hc3_nlpcc_dbqa_0016_chatgpt,hc3_nlpcc_dbqa_0016,HC3-Chinese,nlpcc_dbqa,train,chatgpt_hc3,1,大恒女子短期大学如何翻译？,"大恒女子短期大学可以翻译为 ""Daiho Women's Junior College""。""大恒"" 可以翻译为 ""Daiho""，""女子"" 可以翻译为 ""women's""，""短期大学"" 可以翻译为 ""junior college""。\n\n注意，在英语中，""junior college"" 通常指的是一种类型的短期高等教育机构，它提供两年制的大学预科课程，学生完成课程后可以转入四年制的大学就读。如果你想翻译的是一所专门针对女性的短期大学，那么 ""Daiho Women's Junior College"" 就是一个合适的翻译。"
hc3_nlpcc_dbqa_0017_human,hc3_nlpcc_dbqa_0017,HC3-Chinese,nlpcc_dbqa,train,human_hc3,0,广州市贸易职业高级中学地址在哪儿？,广州市贸易职业高级中学简称贸易职中，位于中国广州市越秀区中山六路瑞兴新街7号，前身是于1980年创立的广州市财经职业高级中学（市第八十五中学）及1989年创立广州市贸易职业高级中学（市第三十八中学）合并而成。
hc3_nlpcc_dbqa_0017_chatgpt,hc3_nlpcc_dbqa_0017,HC3-Chinese,nlpcc_dbqa,train,chatgpt_hc3,1,广州市贸易职业高级中学地址在哪儿？,广州市贸易职业高级中学是一所位于广州市的中学，具体地址是：广州市天河区五山路290号。建议您使用地图软件或导航软件查询具体的路线信息，以便于您前往。
hc3_nlpcc_dbqa_0018_human,hc3_nlpcc_dbqa_0018,HC3-Chinese,nlpcc_dbqa,train,human_hc3,0,北卡罗来纳大学有哪些分校？,1969年，另外三所通过法案加入了北卡罗来纳大学：北卡罗来纳大学夏洛特、北卡罗来纳大学艾胥维尔和北卡罗来纳大学威明顿。
hc3_nlpcc_dbqa_0018_chatgpt,hc3_nlpcc_dbqa_0018,HC3-Chinese,nlpcc_dbqa,train,chatgpt_hc3,1,北卡罗来纳大学有哪些分校？,北卡罗来纳大学是一所著名的美国公立大学，它包括以下分校：\n\n北卡罗来纳大学教堂山分校（University of North Carolina at Chapel Hill）：位于北卡罗来纳州教堂山市，是北卡罗来纳大学的主校区。\n\n北卡罗来纳大学查尔斯顿分校（University of North Carolina at Charlotte）：位于北卡罗来纳州查尔斯顿市，是北卡罗来纳州最大的公立大学之一。\n\n北卡罗来纳大学威尔明顿分校（University of North Carolina at Wilmington）：位于北卡罗来纳州威尔明顿市，是北卡罗来纳州著名的海滨大学。\n\n北卡罗来纳大学希尔斯伯勒分校（University of North Carolina at Greensboro）：位于北卡罗来纳州希尔斯伯勒市，是北卡罗来纳州的一所综合性大学。\n\n北卡罗来纳大学莫恩分校（University of North Carolina at Pembroke）：位于北卡罗来纳州莫恩市，是北卡罗来纳州的一所公立大学。\n\n北卡罗来纳大学罗利分校（University of North Carolina at Raleigh）：位于北卡罗来纳州罗利市，是北卡罗来纳州的一所公立大学。\n\n北卡罗来纳大学费耶特维尔分校（University of North Carolina at Fayetteville）：位于北卡罗来
hc3_nlpcc_dbqa_0019_human,hc3_nlpcc_dbqa_0019,HC3-Chinese,nlpcc_dbqa,train,human_hc3,0,台北市立第一女子高级中学于哪一年遭到轰炸？,1945年，学校遭到轰炸，全校满目疮痍。
hc3_nlpcc_dbqa_0019_chatgpt,hc3_nlpcc_dbqa_0019,HC3-Chinese,nlpcc_dbqa,train,chatgpt_hc3,1,台北市立第一女子高级中学于哪一年遭到轰炸？,我很抱歉，我无法为您回答这个问题。我是一个大型语言模型，我的知识截止于2021年。我无法获取最新信息或浏览网络，因此无法为您提供最新的信息。
hc3_nlpcc_dbqa_0020_human,hc3_nlpcc_dbqa_0020,HC3-Chinese,nlpcc_dbqa,train,human_hc3,0,河南省中州胶带股份有限公司始建于什么时候？,公司始建于1950年代，公司拥有固定资产4000多万元，占地面积7.2万平方米，现有职工230人，各类技术人员26人。
hc3_nlpcc_dbqa_0020_chatgpt,hc3_nlpcc_dbqa_0020,HC3-Chinese,nlpcc_dbqa,train,chatgpt_hc3,1,河南省中州胶带股份有限公司始建于什么时候？,我很抱歉，但是我并不知道河南省中州胶带股份有限公司的始建时间。我是一个计算机程序，并没有访问实际世界的能力。我只能回答有关通用知识和概念的问题。
hc3_nlpcc_dbqa_0021_human,hc3_nlpcc_dbqa_0021,HC3-Chinese,nlpcc_dbqa,train,human_hc3,0,植物基因组学国家重点实验室位置在哪里？,位于北京市朝阳区北辰西路中国科学院微生物研究所与中国科学院遗传与发育生物学研究所内。
hc3_nlpcc_dbqa_0021_chatgpt,hc3_nlpcc_dbqa_0021,HC3-Chinese,nlpcc_dbqa,train,chatgpt_hc3,1,植物基因组学国家重点实验室位置在哪里？,我不确定植物基因组学国家重点实验室的具体位置。您可以在网上搜索相关信息，或者联系该实验室获取更多信息。
hc3_nlpcc_dbqa_0022_human,hc3_nlpcc_dbqa_0022,HC3-Chinese,nlpcc_dbqa,train,human_hc3,0,滕州市龙阳镇中心中学的创办时间和原名是什么？,学校始建于1960年，原名滕县第十八中学，因座落于龙阳，简称为龙阳十八中。
hc3_nlpcc_dbqa_0022_chatgpt,hc3_nlpcc_dbqa_0022,HC3-Chinese,nlpcc_dbqa,train,chatgpt_hc3,1,滕州市龙阳镇中心中学的创办时间和原名是什么？,我无法回答您关于滕州市龙阳镇中心中学的创办时间和原名的问题，因为我无法访问当地的信息来查询这些信息。我是一个计算机程序，无法收集实时信息。建议您联系当地教育部门或者直接联系学校本身以获取更准确的信息。
hc3_nlpcc_dbqa_0023_human,hc3_nlpcc_dbqa_0023,HC3-Chinese,nlpcc_dbqa,train,human_hc3,0,德黑兰大学有哪些专业？,它提供111个本科专业，177个硕士专业，以及156个博士专业[3]。
hc3_nlpcc_dbqa_0023_chatgpt,hc3_nlpcc_dbqa_0023,HC3-Chinese,nlpcc_dbqa,train,chatgpt_hc3,1,德黑兰大学有哪些专业？,德黑兰大学是伊朗最古老和最大的大学之一，提供了许多不同的专业。根据其官方网站，德黑兰大学拥有以下学院和专业：\n\n工程学院：包括建筑工程、电气工程、机械工程、化学工程、石油工程等。\n理学院：包括物理学、化学、数学和生物学等。\n医学院：包括公共卫生、药学、口腔医学、牙科、医学影像学等。\n社会科学院：包括政治学、经济学、法学、传媒学、社会学等。\n文学院：包括英语、法语、德语、俄语、阿拉伯语、西班牙语、日语等外语系以及文学、历史和哲学等学科。\n这些学院和专业仅是德黑兰大学的一部分，它还提供了其他许多不同的专业和学科。如果您希望了解更多关于德黑兰大学的信息，您可以访问其官方网站或者联系大学相关部门。
hc3_nlpcc_dbqa_0024_human,hc3_nlpcc_dbqa_0024,HC3-Chinese,nlpcc_dbqa,train,human_hc3,0,圣赫勒拿岛的居民信仰什么宗教？,居民讲英语，多信基督教。 居民讲英语，多信基督教。
hc3_nlpcc_dbqa_0024_chatgpt,hc3_nlpcc_dbqa_0024,HC3-Chinese,nlpcc_dbqa,train,chatgpt_hc3,1,圣赫勒拿岛的居民信仰什么宗教？,圣赫勒拿岛是一个位于英国维尔京群岛的岛屿，岛上的居民信仰的宗教主要是基督教。岛上有两座教堂，分别是圣约翰大教堂和圣玛丽大教堂，这两座教堂均属于英国国教。此外，岛上还有一座小型的犹太教会。\n\n圣赫勒拿岛的居民也可能信仰其他宗教，但这并不是很普遍。由于岛上的人口较少，宗教信仰的多样性也不是很高。
hc3_nlpcc_dbqa_0025_human,hc3_nlpcc_dbqa_0025,HC3-Chinese,nlpcc_dbqa,train,human_hc3,0,中国人民解放军空军航空大学什么时候成立的？,2004年，空军长春飞行学院、空军第二航空学院、空军第七飞行学院合并，组建中国人民解放军空军航空大学。
hc3_nlpcc_dbqa_0025_chatgpt,hc3_nlpcc_dbqa_0025,HC3-Chinese,nlpcc_dbqa,train,chatgpt_hc3,1,中国人民解放军空军航空大学什么时候成立的？,中国人民解放军空军航空大学（简称“空军航大”）是中国人民解放军的一所高等军事院校，是中国空军的唯一的高等军事学校。根据官方信息，空军航大成立于 1952 年。它位于江苏省南京市，是中国空军最早的军事学校之一。
hc3_nlpcc_dbqa_0026_human,hc3_nlpcc_dbqa_0026,HC3-Chinese,nlpcc_dbqa,train,human_hc3,0,福州格致中学有哪些杰出校友？,福州格致中学现有四名校友为中国科学院院士、一名校友为加拿大皇家科学院院士，分别是核医学家王世真(33届高中校友)、天文学家陈建生(57届高中校友)、数学家刘应明(53届初中校友)、化学家陈懿(51届高中校友)以及地理学家陈镜明（74届高中校友）。
hc3_nlpcc_dbqa_0026_chatgpt,hc3_nlpcc_dbqa_0026,HC3-Chinese,nlpcc_dbqa,train,chatgpt_hc3,1,福州格致中学有哪些杰出校友？,我无法查询关于福州格致中学的信息，因为我是一个大型语言模型，我没有浏览网络的能力。但是，我可以告诉你，校友是指曾经就读于某所学校的人，因此每所学校都会有许多杰出校友。杰出校友通常是在学校受过良好教育，并在职业生涯中取得了成功的人。许多校友会回到学校与学生交流，并给予他们职业指导和建议。
hc3_nlpcc_dbqa_0027_human,hc3_nlpcc_dbqa_0027,HC3-Chinese,nlpcc_dbqa,train,human_hc3,0,《隐婚》什么时候出版的？,《隐婚》，新婚拉开战争帷幕默契隐婚，宋晓鸣著，2010年9月华文出版社出版。
hc3_nlpcc_dbqa_0027_chatgpt,hc3_nlpcc_dbqa_0027,HC3-Chinese,nlpcc_dbqa,train,chatgpt_hc3,1,《隐婚》什么时候出版的？,《隐婚》是一部网络小说，我无法确定其出版时间。但是，网络小说通常是在网络上直接阅读，而不是通过传统的印刷出版方式出版。\n\n如果您想了解有关《隐婚》的信息，建议您在网络上搜索或访问相关网站，例如起点中文网、笔趣阁等。这些网站通常都会提供有关小说的介绍、作者信息以及阅读地址。
hc3_nlpcc_dbqa_0028_human,hc3_nlpcc_dbqa_0028,HC3-Chinese,nlpcc_dbqa,train,human_hc3,0,《闻机上妇说蚕事之辛勤织未成缣往往取偿债家》的作者是哪个朝代的？,《闻机上妇说蚕事之辛勤织未成缣往往取偿债家》是宋代诗人戴复古的作品之一。 宋戴复古
hc3_nlpcc_dbqa_0028_chatgpt,hc3_nlpcc_dbqa_0028,HC3-Chinese,nlpcc_dbqa,train,chatgpt_hc3,1,《闻机上妇说蚕事之辛勤织未成缣往往取偿债家》的作者是哪个朝代的？,《闻机上妇说蚕事之辛勤织未成缣往往取偿债家》是清朝作家李渔的代表作之一。李渔（1754-1811）是清朝时期著名的文学家、诗人和书法家。他出生于清朝末年，生活在乾隆、嘉庆、道光三朝。李渔是清朝时期著名的文学家、诗人和书法家。他的著作中，有许多讽刺性强、内容丰富、文笔优美的诗歌，如《闻机上妇说蚕事之辛勤织未成缣往往取偿债家》。
hc3_nlpcc_dbqa_0029_human,hc3_nlpcc_dbqa_0029,HC3-Chinese,nlpcc_dbqa,train,human_hc3,0,广岛国际学院大学位置和简称是什么？,广岛国际学院大学（英语：Hiroshima Kokusai Gakuin University）位于广岛县广岛市安芸区，为日本私立大学，1967年建校，1964年设置，大学简称电大。
hc3_nlpcc_dbqa_0029_chatgpt,hc3_nlpcc_dbqa_0029,HC3-Chinese,nlpcc_dbqa,train,chatgpt_hc3,1,广岛国际学院大学位置和简称是什么？,广岛国际学院是位于日本广岛市的一所大学。我不知道它的简称是什么。如果您需要关于广岛国际学院的更多信息，您可以在互联网上搜索或联系该大学的官方网站。
hc3_nlpcc_dbqa_0030_human,hc3_nlpcc_dbqa_0030,HC3-Chinese,nlpcc_dbqa,train,human_hc3,0,沙巴大学有什么美称？,因此，沙大享有“东南亚最美丽的大学”之美誉。
hc3_nlpcc_dbqa_0030_chatgpt,hc3_nlpcc_dbqa_0030,HC3-Chinese,nlpcc_dbqa,train,chatgpt_hc3,1,沙巴大学有什么美称？,沙巴大学是马来西亚的一所著名大学，在当地有很高的声誉。沙巴大学在学术界和社会中都有很高的知名度，并被认为是该国教育界的领导者之一。沙巴大学在当地有许多美称，其中一些常见的称呼包括：\n\n“沙巴王子”：这是沙巴大学的一个俗称，源于该校的优秀学术成绩和出色的学术声誉。\n\n“东方莫阿城”：这是沙巴大学的另一个俗称，源于该校位于马来西亚东海岸的城市沙巴，而沙巴又称“莫阿城”。\n\n“东方哈佛”：这是沙巴大学的另一个俗称，源于该校的优秀学术成绩和出色的学术声誉。\n\n此外，沙巴大学还有许多其他的美称，例如“东方牛津”、“东方剑桥”等。
hc3_nlpcc_dbqa_0031_human,hc3_nlpcc_dbqa_0031,HC3-Chinese,nlpcc_dbqa,train,human_hc3,0,游族什么时候正式登陆资本市场？,2014年，游族网络正式登陆资本市场，成为国内A股主板第一游戏股。 2014年6月，游族网络正式登陆资本市场，成为国内A股主板第一游戏股。
hc3_nlpcc_dbqa_0031_chatgpt,hc3_nlpcc_dbqa_0031,HC3-Chinese,nlpcc_dbqa,train,chatgpt_hc3,1,游族什么时候正式登陆资本市场？,游族网络是一家中国的移动游戏开发商和发行商，该公司于 2018 年 6 月在香港联交所主板上市，正式登陆资本市场。
hc3_nlpcc_dbqa_0032_human,hc3_nlpcc_dbqa_0032,HC3-Chinese,nlpcc_dbqa,train,human_hc3,0,丽昌工厂大厦四级火发生的时间地点是什么？,丽昌工厂大厦四级火是在2010年3月8日于香港九龙荔枝角青山道 479 号丽昌工厂大厦发生的四级火警。
hc3_nlpcc_dbqa_0032_chatgpt,hc3_nlpcc_dbqa_0032,HC3-Chinese,nlpcc_dbqa,train,chatgpt_hc3,1,丽昌工厂大厦四级火发生的时间地点是什么？,我无法回答你关于丽昌工厂大厦四级火发生的时间和地点的问题，因为我没有足够的信息。我是一个计算机程序，并没有浏览网页的能力。我只能根据我被训练时所接触到的信息来回答问题。如果您有具体的问题，请提出，我会尽力回答。
hc3_nlpcc_dbqa_0033_human,hc3_nlpcc_dbqa_0033,HC3-Chinese,nlpcc_dbqa,train,human_hc3,0,江西财经大学2012年有什么重要的举动？,（七）2012年5月15日，继中央财大、东北财大、上海财大之后，原财政部直属六所财经大学之一的“江西财经大学”进入财政部、教育部与省共建的行列。
hc3_nlpcc_dbqa_0033_chatgpt,hc3_nlpcc_dbqa_0033,HC3-Chinese,nlpcc_dbqa,train,chatgpt_hc3,1,江西财经大学2012年有什么重要的举动？,我无法为您提供2012年江西财经大学的具体信息，因为我的知识截止于2021年，并且我无法使用浏览器查询信息。建议您尝试搜索或联系该学校的相关部门以获取更多信息。
hc3_nlpcc_dbqa_0034_human,hc3_nlpcc_dbqa_0034,HC3-Chinese,nlpcc_dbqa,train,human_hc3,0,北京外国语大学下设几个院系？,北京外国语大学拥有中国外语教学最全的院系，目前共有20个院系
hc3_nlpcc_dbqa_0034_chatgpt,hc3_nlpcc_dbqa_0034,HC3-Chinese,nlpcc_dbqa,train,chatgpt_hc3,1,北京外国语大学下设几个院系？,北京外国语大学下设许多院系，其中包括：\n\n外语学院\n国际关系学院\n翻译学院\n教育学院\n心理学院\n信息科学与技术学院\n法学院\n艺术学院\n体育学院\n商学院\n这仅是其中的一部分，北京外国语大学还有许多其他的院系。
hc3_nlpcc_dbqa_0035_human,hc3_nlpcc_dbqa_0035,HC3-Chinese,nlpcc_dbqa,train,human_hc3,0,空电研究所的第3部门（太阳电波部门）和太阳电波什么时候将世界资料分析中心移交给了国立天文台？,1988年，空电研究所的第3部门（太阳电波部门）和太阳电波世界资料分析中心被移交给了国立天文台。
hc3_nlpcc_dbqa_0035_chatgpt,hc3_nlpcc_dbqa_0035,HC3-Chinese,nlpcc_dbqa,train,chatgpt_hc3,1,空电研究所的第3部门（太阳电波部门）和太阳电波什么时候将世界资料分析中心移交给了国立天文台？,我无法回答您的问题，因为我不知道您所询问的空电研究所、第3部门、太阳电波部门和国立天文台的具体信息。请提供更多的上下文或细节，以便我能更好地帮助您。
hc3_nlpcc_dbqa_0036_human,hc3_nlpcc_dbqa_0036,HC3-Chinese,nlpcc_dbqa,train,human_hc3,0,终身学习是什么意思？,终身学习（Lifelong Learning）即是指“一辈子的学习”。 终身学习即是指“一辈子的学习”。
hc3_nlpcc_dbqa_0036_chatgpt,hc3_nlpcc_dbqa_0036,HC3-Chinese,nlpcc_dbqa,train,chatgpt_hc3,1,终身学习是什么意思？,终身学习是指一种学习方式，即人们在整个生命中都继续不断学习新知识和技能。这种学习方式的目的是帮助人们在改变的世界中保持竞争力，并在职业生涯中不断成长和发展。\n\n终身学习的重要性在于，随着时间的推移，社会和经济环境都在快速变化。人们需要不断学习来适应这些变化，保持竞争力，并为未来的发展做好准备。终身学习也可以帮助人们扩大自己的知识面，增强自己的技能，并在职业生涯中不断取得新的成就。\n\n终身学习可以通过各种方式实现，包括在学校或大学学习，参加培训课程，在线学习，或通过自学来实现。无论选择哪种方式，终身学习都是一种重要的学习方式，能够帮助人们在不断变化的世界中保持竞争力，并在职业生涯中不断成长和发展。
hc3_nlpcc_dbqa_0037_human,hc3_nlpcc_dbqa_0037,HC3-Chinese,nlpcc_dbqa,train,human_hc3,0,清水水电站平均发电量是多少？,装机容量 2× 1000KW，多年平均发电量 721万 KW.h。
hc3_nlpcc_dbqa_0037_chatgpt,hc3_nlpcc_dbqa_0037,HC3-Chinese,nlpcc_dbqa,train,chatgpt_hc3,1,清水水电站平均发电量是多少？,我无法回答关于清水水电站的平均发电量的问题。这可能会因地区、季节、气候等多种因素而有所变化。建议您向当地电力公司或政府部门询问关于清水水电站发电量的信息。
hc3_nlpcc_dbqa_0038_human,hc3_nlpcc_dbqa_0038,HC3-Chinese,nlpcc_dbqa,train,human_hc3,0,神奈川工科大学哪年开始有成功博士学位？,1993年，大学院博士课程开设（工学研究科机械工学专攻、工业化学专攻、机械工学专攻）。
hc3_nlpcc_dbqa_0038_chatgpt,hc3_nlpcc_dbqa_0038,HC3-Chinese,nlpcc_dbqa,train,chatgpt_hc3,1,神奈川工科大学哪年开始有成功博士学位？,神奈川工科大学是一所日本的工科大学，成立于1972年。根据我所掌握的信息，神奈川工科大学从成立之日起就开始授予博士学位。请注意，本回答基于我所掌握的信息，如果您有更多关于神奈川工科大学的疑问，欢迎提出。
hc3_nlpcc_dbqa_0039_human,hc3_nlpcc_dbqa_0039,HC3-Chinese,nlpcc_dbqa,train,human_hc3,0,程建人什么时候在行政院新闻传播处任职？,程建人：1998年2月5日─1999年11月30日
hc3_nlpcc_dbqa_0039_chatgpt,hc3_nlpcc_dbqa_0039,HC3-Chinese,nlpcc_dbqa,train,chatgpt_hc3,1,程建人什么时候在行政院新闻传播处任职？,我无法查找到关于程建人的相关信息。如果你有关于程建人的问题，请告诉我更多的细节，我将尽力回答你的问题。
hc3_nlpcc_dbqa_0040_human,hc3_nlpcc_dbqa_0040,HC3-Chinese,nlpcc_dbqa,train,human_hc3,0,1953年，将哪里的师生合并到武汉高等学校？,同年，广州珠江水利学校土木本科师生并入该校。
hc3_nlpcc_dbqa_0040_chatgpt,hc3_nlpcc_dbqa_0040,HC3-Chinese,nlpcc_dbqa,train,chatgpt_hc3,1,1953年，将哪里的师生合并到武汉高等学校？,您问的是1953年将哪里的师生合并到武汉高等学校？我无法回答这个问题，因为我无法获得足够的信息来回答您的问题。如果您能提供更多细节或上下文，我可以尽力帮助您。
hc3_nlpcc_dbqa_0041_human,hc3_nlpcc_dbqa_0041,HC3-Chinese,nlpcc_dbqa,train,human_hc3,0,台北市立南门国民中学首任校长是？,第一任：于维鲁先生(57.9~64.8)
hc3_nlpcc_dbqa_0041_chatgpt,hc3_nlpcc_dbqa_0041,HC3-Chinese,nlpcc_dbqa,train,chatgpt_hc3,1,台北市立南门国民中学首任校长是？,我无法确定台北市立南门国民中学的首任校长是谁。我是一个计算机程序，并没有关于台北市立南门国民中学的最新信息。建议您向学校或当地政府机构寻求有关信息。
hc3_nlpcc_dbqa_0042_human,hc3_nlpcc_dbqa_0042,HC3-Chinese,nlpcc_dbqa,train,human_hc3,0,港九潮州公会中学于哪一年活动篮球赛团体冠军的？,港九潮州公会中学篮球队于2003-04年度获得学界篮球赛男子团体冠军。
